age,monthly_income,loan_amount,tenure_months,num_credit_lines,job_type,education_level,city,marital_status,has_previous_default,target
48.0,14108809.0,35682894.0,18.0,5.0,entrepreneur,bachelor,Jakarta,divorced,0.0,1
43.0,4045327.0,64315400.0,71.0,8.0,civil_servant,master,Bekasi,single,0.0,0
24.0,26999138.0,55732316.0,22.0,5.0,freelance,high_school,Bandung,single,0.0,1
59.0,21255531.0,44910737.0,47.0,9.0,employee,master,Bandung,single,0.0,1
23.0,6007215.0,55090030.0,34.0,3.0,freelance,bachelor,Bandung,divorced,0.0,0
58.0,21239720.0,41066221.0,69.0,5.0,civil_servant,high_school,Yogyakarta,married,0.0,0
21.0,31378554.0,16038703.0,32.0,6.0,civil_servant,high_school,Surabaya,single,0.0,0
29.0,18845042.0,2328291.0,58.0,10.0,entrepreneur,master,Bandung,divorced,0.0,1
54.0,34581581.0,37403428.0,70.0,1.0,civil_servant,bachelor,Bandung,divorced,0.0,0
47.0,4331731.0,50201208.0,46.0,9.0,civil_servant,high_school,Bandung,single,0.0,0
39.0,5579476.0,65349092.0,35.0,7.0,freelance,bachelor,Surabaya,married,0.0,0
53.0,21459901.0,75408431.0,31.0,9.0,employee,bachelor,Bekasi,married,0.0,1
24.0,17113448.0,14977006.0,36.0,2.0,entrepreneur,master,Bandung,divorced,0.0,0
42.0,9607522.0,39092760.0,32.0,10.0,entrepreneur,diploma,Bekasi,divorced,0.0,1
39.0,27471601.0,43011917.0,15.0,3.0,employee,diploma,Jakarta,single,0.0,0
48.0,13327560.0,29204764.0,16.0,5.0,employee,diploma,Surabaya,single,0.0,0
48.0,34372533.0,61771952.0,66.0,1.0,civil_servant,diploma,Jakarta,divorced,0.0,0
25.0,11560407.0,18236285.0,60.0,2.0,civil_servant,diploma,Jakarta,divorced,0.0,1
41.0,29000662.0,65183799.0,57.0,1.0,civil_servant,master,Jakarta,single,0.0,0
33.0,4632842.0,14910587.0,69.0,4.0,entrepreneur,diploma,Jakarta,divorced,1.0,0
53.0,7346622.0,77274780.0,42.0,0.0,entrepreneur,diploma,Surabaya,married,0.0,0
48.0,24974355.0,8597149.0,24.0,8.0,entrepreneur,master,Surabaya,married,0.0,1
26.0,19638606.0,19333348.0,50.0,5.0,civil_servant,bachelor,Bandung,single,0.0,0
39.0,18111660.0,46330778.0,8.0,9.0,freelance,high_school,Surabaya,divorced,0.0,1
42.0,28282629.0,46438856.0,55.0,1.0,employee,diploma,Bandung,single,1.0,1
49.0,4872140.0,6461161.0,43.0,10.0,employee,high_school,Bandung,divorced,0.0,0
58.0,14296775.0,78852394.0,63.0,5.0,freelance,diploma,Bekasi,single,0.0,0
38.0,19367849.0,22183494.0,53.0,2.0,entrepreneur,master,Bandung,divorced,1.0,0
31.0,4711266.0,43641367.0,21.0,7.0,freelance,bachelor,Yogyakarta,divorced,0.0,0
33.0,15182661.0,24943356.0,42.0,8.0,civil_servant,master,Yogyakarta,divorced,0.0,1
38.0,24602720.0,14025566.0,53.0,10.0,civil_servant,master,Yogyakarta,single,0.0,1
47.0,21947413.0,31219381.0,13.0,8.0,entrepreneur,bachelor,Bekasi,married,0.0,0
37.0,7587664.0,7453135.0,68.0,8.0,civil_servant,master,Bekasi,single,0.0,0
28.0,30396331.0,40492927.0,61.0,5.0,freelance,master,Bekasi,married,0.0,0
39.0,21219397.0,39312973.0,27.0,0.0,employee,master,Bandung,married,0.0,0
23.0,5030170.0,42380194.0,38.0,6.0,freelance,diploma,Surabaya,married,0.0,0
28.0,20619275.0,70928119.0,24.0,3.0,entrepreneur,master,Surabaya,single,1.0,1
34.0,28215042.0,17493130.0,16.0,8.0,entrepreneur,diploma,Bekasi,single,0.0,1
46.0,12313456.0,43451423.0,12.0,2.0,entrepreneur,diploma,Bekasi,divorced,0.0,1
59.0,31288785.0,34649527.0,66.0,5.0,employee,diploma,Surabaya,divorced,0.0,1
35.0,23002639.0,6231959.0,26.0,5.0,entrepreneur,bachelor,Jakarta,divorced,1.0,0
43.0,32655342.0,61039739.0,35.0,1.0,entrepreneur,high_school,Yogyakarta,married,0.0,0
56.0,7497505.0,12090288.0,71.0,9.0,entrepreneur,diploma,Bekasi,divorced,0.0,0
58.0,24107235.0,3089113.0,26.0,10.0,civil_servant,diploma,Yogyakarta,divorced,0.0,0
58.0,32899405.0,56385240.0,40.0,9.0,freelance,bachelor,Bekasi,married,0.0,1
31.0,20893556.0,2358469.0,46.0,2.0,freelance,master,Surabaya,divorced,0.0,0
32.0,19368805.0,36633371.0,47.0,4.0,employee,diploma,Bandung,married,0.0,1
39.0,27549959.0,74705015.0,49.0,3.0,freelance,diploma,Yogyakarta,single,0.0,0
29.0,13346866.0,43084990.0,54.0,5.0,entrepreneur,diploma,Yogyakarta,divorced,0.0,1
29.0,3617929.0,35701690.0,42.0,10.0,freelance,bachelor,Surabaya,single,1.0,0
58.0,10580295.0,1766997.0,31.0,4.0,civil_servant,diploma,Bekasi,married,0.0,0
51.0,8243710.0,25347839.0,62.0,3.0,civil_servant,diploma,Jakarta,married,0.0,1
40.0,7543187.0,27789117.0,10.0,8.0,freelance,bachelor,Jakarta,divorced,0.0,1
31.0,25043326.0,51120694.0,9.0,8.0,freelance,bachelor,Bandung,single,0.0,1
30.0,15415134.0,33234469.0,24.0,7.0,entrepreneur,high_school,Surabaya,married,1.0,1
22.0,20702637.0,8785479.0,21.0,2.0,entrepreneur,diploma,Jakarta,divorced,0.0,0
35.0,29080594.0,35917579.0,25.0,8.0,freelance,high_school,Bandung,single,0.0,0
49.0,6288235.0,4715219.0,32.0,10.0,employee,diploma,Bandung,single,0.0,1
38.0,26723490.0,41139850.0,24.0,9.0,entrepreneur,bachelor,Yogyakarta,single,0.0,0
36.0,16314388.0,77799388.0,10.0,0.0,freelance,bachelor,Yogyakarta,divorced,1.0,1
59.0,6451300.0,71481388.0,61.0,10.0,entrepreneur,diploma,Yogyakarta,single,0.0,1
29.0,24492870.0,20103234.0,31.0,7.0,civil_servant,high_school,Jakarta,married,0.0,0
58.0,24737286.0,5540770.0,24.0,6.0,employee,high_school,Surabaya,single,0.0,0
37.0,29916726.0,59335149.0,31.0,6.0,employee,master,Bekasi,divorced,0.0,0
35.0,6842644.0,14020389.0,35.0,6.0,civil_servant,high_school,Bandung,married,0.0,0
38.0,27438189.0,1579584.0,22.0,10.0,civil_servant,high_school,Yogyakarta,divorced,0.0,0
46.0,29192007.0,75027055.0,38.0,5.0,entrepreneur,bachelor,Yogyakarta,single,0.0,0
28.0,8311756.0,62802090.0,51.0,6.0,freelance,high_school,Jakarta,divorced,0.0,0
39.0,14267804.0,57503801.0,10.0,1.0,freelance,master,Bandung,divorced,0.0,1
52.0,12365855.0,12050739.0,26.0,5.0,freelance,bachelor,Yogyakarta,divorced,0.0,0
25.0,25693172.0,71521134.0,54.0,5.0,civil_servant,diploma,Bandung,divorced,0.0,1
44.0,20978549.0,29881361.0,55.0,7.0,employee,master,Surabaya,single,0.0,0
32.0,6213669.0,50038279.0,50.0,0.0,civil_servant,bachelor,Bandung,married,0.0,0
42.0,21422612.0,17666577.0,53.0,5.0,freelance,master,Bandung,divorced,0.0,0
32.0,27332982.0,32532237.0,50.0,10.0,civil_servant,high_school,Surabaya,divorced,0.0,0
42.0,22718681.0,55004544.0,36.0,7.0,employee,diploma,Surabaya,married,0.0,0
39.0,20187193.0,13105631.0,29.0,8.0,civil_servant,master,Jakarta,married,0.0,0
51.0,13764922.0,24497851.0,66.0,9.0,employee,master,Bekasi,single,0.0,0
45.0,22623743.0,65336092.0,45.0,4.0,freelance,bachelor,Surabaya,married,0.0,1
26.0,30957576.0,3798094.0,43.0,10.0,entrepreneur,high_school,Yogyakarta,married,0.0,0
33.0,32910155.0,38607438.0,16.0,6.0,entrepreneur,high_school,Jakarta,married,0.0,1
48.0,5862723.0,44154191.0,8.0,5.0,entrepreneur,bachelor,Jakarta,divorced,1.0,1
35.0,13876694.0,14530361.0,34.0,4.0,employee,master,Surabaya,divorced,0.0,0
60.0,24931121.0,77441014.0,35.0,6.0,entrepreneur,diploma,Surabaya,married,0.0,1
47.0,5154463.0,43477902.0,34.0,10.0,employee,diploma,Jakarta,single,0.0,0
45.0,18817065.0,27973123.0,17.0,10.0,civil_servant,diploma,Bekasi,married,0.0,0
50.0,21059998.0,52156746.0,21.0,5.0,employee,bachelor,Yogyakarta,married,0.0,0
59.0,26200863.0,38093900.0,62.0,3.0,entrepreneur,diploma,Bandung,married,0.0,0
49.0,4474414.0,28965437.0,72.0,8.0,civil_servant,master,Bandung,married,0.0,1
31.0,15498141.0,15808176.0,43.0,3.0,freelance,high_school,Surabaya,married,0.0,1
39.0,20276620.0,61309099.0,15.0,5.0,employee,diploma,Bandung,single,0.0,1
25.0,13591192.0,77875164.0,47.0,2.0,entrepreneur,diploma,Bandung,divorced,0.0,0
56.0,23414569.0,50940835.0,15.0,7.0,freelance,high_school,Surabaya,married,0.0,0
24.0,8133445.0,74599065.0,18.0,9.0,freelance,diploma,Jakarta,single,0.0,0
27.0,11319356.0,44331066.0,51.0,8.0,entrepreneur,master,Jakarta,divorced,0.0,1
45.0,3218061.0,50162412.0,44.0,5.0,freelance,master,Bekasi,married,0.0,0
36.0,11603314.0,18001423.0,17.0,5.0,civil_servant,master,Surabaya,married,0.0,0
34.0,5915096.0,11385150.0,70.0,1.0,civil_servant,bachelor,Bandung,divorced,0.0,0
59.0,28368340.0,7849537.0,38.0,3.0,employee,diploma,Jakarta,single,0.0,0
31.0,3503395.0,64467305.0,22.0,6.0,employee,master,Yogyakarta,divorced,0.0,1
28.0,13954507.0,60856124.0,42.0,4.0,entrepreneur,bachelor,Jakarta,married,0.0,0
54.0,20476242.0,51787228.0,42.0,3.0,civil_servant,bachelor,Yogyakarta,divorced,0.0,0
40.0,18146715.0,71365817.0,27.0,8.0,civil_servant,diploma,Jakarta,divorced,0.0,0
25.0,12843693.0,5870550.0,43.0,8.0,freelance,high_school,Surabaya,single,0.0,0
23.0,34462804.0,8851267.0,54.0,2.0,employee,diploma,Yogyakarta,married,0.0,0
26.0,18851726.0,71068234.0,16.0,6.0,employee,high_school,Bandung,divorced,0.0,1
43.0,31196559.0,79833554.0,26.0,5.0,civil_servant,bachelor,Yogyakarta,married,0.0,0
21.0,10503389.0,78498039.0,16.0,5.0,freelance,master,Jakarta,divorced,0.0,1
58.0,34453035.0,9673171.0,21.0,4.0,freelance,master,Bekasi,divorced,0.0,0
37.0,32923193.0,37716878.0,23.0,7.0,civil_servant,high_school,Jakarta,divorced,0.0,1
23.0,4346392.0,51131751.0,6.0,4.0,employee,diploma,Bandung,married,0.0,0
33.0,29463941.0,52649072.0,41.0,5.0,freelance,diploma,Jakarta,married,0.0,0
57.0,33580845.0,2269464.0,63.0,3.0,entrepreneur,diploma,Jakarta,single,0.0,0
48.0,6106428.0,14544268.0,64.0,5.0,freelance,high_school,Bandung,divorced,0.0,1
49.0,18002702.0,17629978.0,56.0,2.0,civil_servant,bachelor,Surabaya,divorced,0.0,1
22.0,10530689.0,72557603.0,16.0,6.0,freelance,master,Bandung,divorced,0.0,1
25.0,7844336.0,42649639.0,19.0,9.0,civil_servant,bachelor,Surabaya,divorced,0.0,0
53.0,17413196.0,47149189.0,47.0,7.0,entrepreneur,master,Surabaya,married,1.0,0
43.0,9501058.0,48209115.0,32.0,7.0,entrepreneur,diploma,Jakarta,single,0.0,0
60.0,13601343.0,39847512.0,8.0,1.0,civil_servant,master,Bandung,divorced,0.0,1
26.0,31025340.0,17721291.0,67.0,10.0,civil_servant,master,Bandung,divorced,0.0,0
45.0,19230721.0,47661760.0,72.0,5.0,entrepreneur,bachelor,Surabaya,single,0.0,0
60.0,17154529.0,62210088.0,70.0,9.0,civil_servant,bachelor,Surabaya,married,0.0,1
43.0,25294074.0,14336712.0,41.0,5.0,entrepreneur,diploma,Surabaya,married,0.0,0
31.0,25948932.0,11512924.0,62.0,4.0,civil_servant,master,Bekasi,divorced,0.0,1
57.0,34184803.0,33718143.0,16.0,9.0,civil_servant,bachelor,Yogyakarta,single,1.0,0
57.0,9996933.0,57664960.0,32.0,3.0,freelance,bachelor,Surabaya,divorced,0.0,1
23.0,22009422.0,58369800.0,35.0,7.0,freelance,diploma,Jakarta,divorced,0.0,0
58.0,23258849.0,66141503.0,25.0,9.0,freelance,master,Bekasi,single,0.0,1
49.0,4641590.0,20922986.0,60.0,1.0,entrepreneur,diploma,Bekasi,single,0.0,1
51.0,18680130.0,51330801.0,57.0,10.0,civil_servant,diploma,Jakarta,married,1.0,1
57.0,15071874.0,46047622.0,21.0,3.0,employee,bachelor,Yogyakarta,divorced,0.0,1
47.0,27023658.0,52428085.0,63.0,0.0,civil_servant,high_school,Bekasi,divorced,0.0,0
26.0,14110664.0,53982534.0,54.0,6.0,civil_servant,bachelor,Yogyakarta,married,1.0,1
33.0,12184752.0,72958104.0,70.0,3.0,freelance,high_school,Jakarta,married,0.0,1
52.0,24257170.0,57394925.0,51.0,2.0,entrepreneur,bachelor,Yogyakarta,divorced,0.0,1
32.0,20873629.0,45899566.0,37.0,9.0,entrepreneur,master,Yogyakarta,single,1.0,1
34.0,7642891.0,13776933.0,60.0,0.0,employee,diploma,Bandung,divorced,0.0,0
52.0,29907564.0,73226746.0,36.0,4.0,employee,bachelor,Bandung,divorced,0.0,1
27.0,4334317.0,67848648.0,27.0,8.0,employee,high_school,Jakarta,single,1.0,1
30.0,20540746.0,39385830.0,7.0,1.0,employee,master,Bandung,single,0.0,1
23.0,21957939.0,37063146.0,60.0,8.0,entrepreneur,high_school,Yogyakarta,divorced,0.0,0
54.0,22992288.0,17462995.0,59.0,7.0,freelance,master,Bandung,married,0.0,0
60.0,14742453.0,72557146.0,7.0,6.0,civil_servant,master,Jakarta,divorced,0.0,0
51.0,20852924.0,23775647.0,44.0,5.0,freelance,high_school,Bekasi,married,0.0,0
54.0,23817812.0,67444791.0,53.0,2.0,civil_servant,high_school,Jakarta,divorced,0.0,1
35.0,32909459.0,3651762.0,59.0,6.0,civil_servant,high_school,Bandung,single,0.0,0
50.0,28175267.0,11220171.0,49.0,8.0,employee,diploma,Surabaya,single,0.0,1
35.0,29763539.0,43076398.0,34.0,4.0,entrepreneur,bachelor,Jakarta,divorced,0.0,0
45.0,15983187.0,61515331.0,6.0,3.0,employee,master,Bandung,divorced,0.0,1
31.0,34827757.0,76685030.0,19.0,1.0,employee,diploma,Yogyakarta,married,0.0,1
32.0,30927566.0,10120363.0,30.0,4.0,employee,bachelor,Yogyakarta,single,0.0,0
25.0,19217017.0,48558753.0,67.0,8.0,entrepreneur,high_school,Bandung,single,0.0,1
39.0,33421218.0,8434035.0,7.0,10.0,entrepreneur,master,Jakarta,single,0.0,1
48.0,17302966.0,32463492.0,64.0,1.0,civil_servant,high_school,Bandung,divorced,0.0,1
26.0,21416961.0,64828346.0,24.0,6.0,freelance,diploma,Surabaya,divorced,1.0,0
55.0,5381410.0,71741167.0,33.0,10.0,civil_servant,diploma,Jakarta,divorced,0.0,1
22.0,23421565.0,26881305.0,39.0,5.0,employee,high_school,Bekasi,divorced,0.0,0
31.0,14627248.0,79229918.0,51.0,10.0,employee,master,Jakarta,married,0.0,0
50.0,20355526.0,4368612.0,69.0,6.0,civil_servant,master,Bekasi,divorced,0.0,0
26.0,11555479.0,23359029.0,29.0,9.0,freelance,diploma,Bekasi,single,0.0,1
40.0,5291615.0,9495118.0,19.0,8.0,freelance,master,Bekasi,single,1.0,0
21.0,14989901.0,39210765.0,36.0,0.0,entrepreneur,high_school,Yogyakarta,single,0.0,1
57.0,31110773.0,65594191.0,42.0,6.0,entrepreneur,bachelor,Bekasi,single,0.0,0
23.0,33591083.0,60294991.0,61.0,6.0,employee,diploma,Surabaya,single,0.0,1
28.0,20890827.0,55449179.0,61.0,0.0,freelance,master,Bekasi,single,0.0,1
47.0,14559342.0,40480347.0,19.0,9.0,civil_servant,bachelor,Bandung,divorced,0.0,1
41.0,11074664.0,26305304.0,29.0,10.0,entrepreneur,diploma,Surabaya,single,0.0,1
54.0,24218643.0,68226526.0,41.0,2.0,employee,diploma,Bekasi,single,0.0,0
48.0,19699537.0,71374550.0,38.0,6.0,entrepreneur,master,Yogyakarta,single,0.0,0
58.0,27002195.0,7390575.0,30.0,0.0,employee,high_school,Jakarta,single,0.0,0
35.0,32887433.0,75779853.0,63.0,2.0,employee,diploma,Surabaya,single,0.0,1
47.0,3791912.0,48785797.0,15.0,7.0,employee,bachelor,Surabaya,married,1.0,1
37.0,19376537.0,68093572.0,50.0,4.0,entrepreneur,high_school,Bekasi,single,0.0,0
38.0,4338658.0,11061555.0,58.0,8.0,civil_servant,high_school,Jakarta,divorced,0.0,1
60.0,21223207.0,22236100.0,38.0,1.0,employee,high_school,Surabaya,divorced,0.0,0
22.0,31584618.0,49988019.0,26.0,9.0,employee,diploma,Yogyakarta,divorced,0.0,1
28.0,27214015.0,78930448.0,70.0,4.0,freelance,bachelor,Jakarta,married,0.0,1
55.0,15597468.0,3618475.0,19.0,2.0,entrepreneur,master,Yogyakarta,single,0.0,0
31.0,6369303.0,33872466.0,30.0,6.0,entrepreneur,diploma,Bekasi,married,0.0,0
51.0,29743781.0,25839144.0,65.0,5.0,entrepreneur,diploma,Surabaya,divorced,0.0,0
46.0,34811477.0,28704220.0,66.0,6.0,civil_servant,bachelor,Yogyakarta,married,0.0,1
52.0,12300169.0,64306850.0,34.0,8.0,civil_servant,diploma,Yogyakarta,married,0.0,1
51.0,25957562.0,45770414.0,56.0,6.0,entrepreneur,bachelor,Yogyakarta,married,0.0,0
53.0,9094647.0,25585487.0,67.0,4.0,civil_servant,master,Surabaya,single,0.0,1
47.0,32555419.0,46001907.0,42.0,9.0,civil_servant,bachelor,Jakarta,divorced,0.0,1
56.0,7550254.0,44099795.0,54.0,3.0,entrepreneur,bachelor,Bandung,single,0.0,0
39.0,22473682.0,59124997.0,11.0,1.0,civil_servant,bachelor,Bandung,married,0.0,1
36.0,20822465.0,74109971.0,52.0,9.0,employee,diploma,Yogyakarta,single,0.0,0
26.0,28452427.0,49960837.0,24.0,9.0,civil_servant,master,Bekasi,married,0.0,1
54.0,29068383.0,37021757.0,66.0,4.0,freelance,high_school,Bekasi,single,0.0,0
21.0,23343822.0,21000068.0,10.0,3.0,entrepreneur,high_school,Bandung,divorced,0.0,0
26.0,20530693.0,61749888.0,12.0,2.0,freelance,master,Bandung,married,0.0,1
23.0,33620918.0,51409219.0,28.0,2.0,freelance,diploma,Yogyakarta,divorced,0.0,1
45.0,10416281.0,20810323.0,53.0,9.0,entrepreneur,high_school,Bandung,married,0.0,1
59.0,21193351.0,3687951.0,10.0,6.0,civil_servant,master,Jakarta,married,0.0,1
24.0,15875997.0,20407902.0,61.0,7.0,entrepreneur,master,Yogyakarta,single,0.0,1
22.0,13665672.0,52114026.0,29.0,6.0,employee,high_school,Surabaya,divorced,0.0,0
31.0,29479671.0,75957995.0,37.0,2.0,civil_servant,master,Surabaya,married,0.0,0
29.0,27058295.0,71228895.0,64.0,7.0,civil_servant,diploma,Surabaya,married,0.0,0
27.0,34963561.0,28024254.0,71.0,3.0,entrepreneur,high_school,Bandung,divorced,0.0,1
35.0,30020032.0,5748893.0,19.0,3.0,freelance,diploma,Yogyakarta,married,0.0,0
33.0,14236027.0,69413791.0,60.0,3.0,entrepreneur,high_school,Jakarta,married,0.0,1
32.0,18684469.0,28830421.0,48.0,4.0,employee,diploma,Jakarta,single,0.0,0
58.0,26900675.0,44297842.0,59.0,3.0,employee,bachelor,Jakarta,divorced,0.0,1
23.0,28440693.0,31701514.0,9.0,0.0,civil_servant,master,Yogyakarta,single,1.0,1
37.0,28732884.0,18574425.0,31.0,8.0,employee,high_school,Surabaya,married,0.0,0
56.0,26753649.0,14833134.0,17.0,5.0,civil_servant,bachelor,Bekasi,single,0.0,1
40.0,25350152.0,14724633.0,44.0,0.0,employee,master,Bekasi,divorced,0.0,0
40.0,29059772.0,46633064.0,51.0,1.0,entrepreneur,bachelor,Bandung,divorced,0.0,0
36.0,23085520.0,45507797.0,66.0,6.0,civil_servant,diploma,Yogyakarta,married,0.0,1
58.0,22401648.0,59911359.0,44.0,0.0,freelance,master,Jakarta,divorced,0.0,1
29.0,13303839.0,31806364.0,31.0,7.0,employee,bachelor,Bandung,single,0.0,0
39.0,16393152.0,54818157.0,19.0,4.0,entrepreneur,bachelor,Bandung,married,0.0,1
52.0,30338893.0,40938709.0,58.0,1.0,civil_servant,high_school,Bandung,single,0.0,0
39.0,31702960.0,7414026.0,55.0,1.0,freelance,diploma,Bekasi,divorced,0.0,1
55.0,34467147.0,19704286.0,42.0,1.0,civil_servant,master,Bandung,divorced,0.0,0
52.0,28003400.0,65204109.0,65.0,6.0,employee,bachelor,Bandung,divorced,0.0,0
30.0,30894900.0,18820144.0,26.0,4.0,employee,high_school,Surabaya,single,0.0,0
25.0,33242742.0,26294744.0,41.0,5.0,entrepreneur,diploma,Bekasi,divorced,0.0,0
35.0,12564624.0,74454226.0,44.0,3.0,civil_servant,diploma,Jakarta,single,1.0,0
48.0,20091189.0,64171847.0,62.0,8.0,entrepreneur,bachelor,Jakarta,divorced,0.0,1
31.0,16017634.0,17448448.0,62.0,9.0,freelance,high_school,Yogyakarta,divorced,0.0,1
38.0,11862365.0,23182590.0,39.0,10.0,entrepreneur,diploma,Jakarta,divorced,0.0,1
37.0,22410465.0,33702347.0,67.0,5.0,freelance,high_school,Bandung,divorced,0.0,0
29.0,20880558.0,53568331.0,34.0,7.0,civil_servant,high_school,Surabaya,single,0.0,0
29.0,5397281.0,62842658.0,57.0,5.0,employee,bachelor,Bekasi,divorced,0.0,0
45.0,23717144.0,5160718.0,44.0,8.0,employee,bachelor,Surabaya,single,0.0,0
45.0,17902749.0,33616875.0,38.0,2.0,employee,diploma,Bandung,divorced,0.0,0
40.0,9066058.0,32924033.0,69.0,10.0,civil_servant,bachelor,Yogyakarta,single,0.0,1
28.0,7383875.0,29212662.0,20.0,2.0,freelance,diploma,Jakarta,divorced,0.0,1
35.0,16485614.0,73455932.0,60.0,6.0,freelance,bachelor,Jakarta,single,0.0,1
43.0,8335425.0,64892995.0,29.0,9.0,employee,high_school,Surabaya,single,0.0,1
57.0,6612277.0,76885417.0,38.0,7.0,civil_servant,diploma,Yogyakarta,married,0.0,1
57.0,27935433.0,29326399.0,65.0,8.0,civil_servant,bachelor,Bandung,divorced,0.0,1
47.0,30903792.0,29437303.0,32.0,1.0,civil_servant,bachelor,Yogyakarta,married,0.0,0
55.0,31139468.0,51577968.0,26.0,10.0,civil_servant,diploma,Yogyakarta,married,0.0,1
41.0,31628394.0,67841104.0,10.0,0.0,employee,diploma,Bandung,single,0.0,0
28.0,8987830.0,75472388.0,28.0,2.0,freelance,high_school,Jakarta,married,0.0,1
59.0,19084551.0,52417455.0,71.0,3.0,freelance,bachelor,Surabaya,divorced,0.0,0
23.0,10836228.0,5370873.0,29.0,9.0,civil_servant,master,Surabaya,married,0.0,1
47.0,28008261.0,68265254.0,61.0,4.0,freelance,master,Bekasi,married,0.0,0
43.0,10441843.0,31849582.0,69.0,6.0,civil_servant,bachelor,Bandung,divorced,0.0,0
21.0,31225645.0,6839401.0,30.0,10.0,employee,diploma,Jakarta,divorced,0.0,1
55.0,33084735.0,75292779.0,35.0,6.0,civil_servant,high_school,Bekasi,divorced,1.0,1
53.0,5588376.0,53438938.0,41.0,1.0,entrepreneur,master,Bekasi,single,0.0,1
52.0,32475394.0,25810124.0,11.0,0.0,entrepreneur,high_school,Bandung,married,0.0,0
50.0,10605113.0,31021848.0,26.0,0.0,freelance,bachelor,Surabaya,married,0.0,0
24.0,19535576.0,52061386.0,52.0,2.0,freelance,high_school,Bekasi,divorced,0.0,0
46.0,16698506.0,29781923.0,26.0,7.0,employee,master,Surabaya,single,0.0,1
52.0,30358014.0,60003358.0,33.0,10.0,freelance,bachelor,Jakarta,single,0.0,1
42.0,10721599.0,30077519.0,61.0,8.0,employee,master,Bekasi,single,0.0,1
25.0,5134116.0,4944456.0,52.0,1.0,civil_servant,master,Surabaya,single,0.0,0
40.0,21970145.0,79748884.0,35.0,9.0,civil_servant,bachelor,Yogyakarta,divorced,0.0,1
24.0,14688726.0,74249363.0,40.0,4.0,entrepreneur,high_school,Surabaya,divorced,1.0,1
41.0,34217192.0,74844392.0,57.0,10.0,entrepreneur,master,Surabaya,married,0.0,1
40.0,33006307.0,1813834.0,21.0,2.0,entrepreneur,diploma,Surabaya,married,1.0,0
58.0,6829302.0,26553105.0,58.0,8.0,employee,high_school,Bekasi,divorced,0.0,1
28.0,13484505.0,34034844.0,40.0,3.0,entrepreneur,diploma,Bekasi,married,0.0,1
33.0,10920096.0,35762746.0,39.0,6.0,freelance,master,Jakarta,single,0.0,0
23.0,26208750.0,54893189.0,6.0,1.0,freelance,bachelor,Surabaya,single,0.0,1
44.0,16612167.0,21841468.0,64.0,6.0,freelance,master,Jakarta,divorced,0.0,0
45.0,16881113.0,6089254.0,40.0,6.0,civil_servant,high_school,Jakarta,divorced,0.0,0
22.0,7780781.0,45752359.0,21.0,2.0,civil_servant,master,Yogyakarta,married,0.0,1
43.0,20793331.0,45008275.0,71.0,5.0,entrepreneur,master,Jakarta,divorced,0.0,1
43.0,20764863.0,44594347.0,46.0,8.0,freelance,master,Bandung,divorced,0.0,0
22.0,22257044.0,31056858.0,29.0,9.0,entrepreneur,diploma,Surabaya,married,0.0,1
26.0,32922971.0,37734076.0,67.0,0.0,entrepreneur,high_school,Bekasi,married,0.0,0
32.0,28531362.0,17968309.0,22.0,0.0,employee,master,Surabaya,divorced,0.0,1
25.0,28306253.0,23404528.0,55.0,10.0,employee,master,Bandung,single,0.0,0
29.0,13245950.0,50035494.0,14.0,9.0,freelance,high_school,Surabaya,single,0.0,1
29.0,24074020.0,26290214.0,28.0,4.0,entrepreneur,diploma,Yogyakarta,single,0.0,1
26.0,14223833.0,36158184.0,25.0,3.0,entrepreneur,high_school,Bandung,divorced,0.0,1
39.0,33744768.0,36371051.0,8.0,3.0,entrepreneur,diploma,Bekasi,single,0.0,0
41.0,11143721.0,37201811.0,32.0,6.0,entrepreneur,high_school,Bandung,married,0.0,0
54.0,12505482.0,46275091.0,9.0,8.0,freelance,master,Bandung,divorced,1.0,1
22.0,16895644.0,64513202.0,50.0,5.0,entrepreneur,diploma,Bandung,married,0.0,0
24.0,22658422.0,14686549.0,54.0,8.0,entrepreneur,master,Bandung,married,0.0,1
36.0,26848358.0,79242142.0,21.0,10.0,civil_servant,high_school,Yogyakarta,married,0.0,1
22.0,12661705.0,6863767.0,40.0,1.0,civil_servant,bachelor,Bekasi,married,0.0,0
43.0,16494640.0,24333459.0,8.0,0.0,freelance,diploma,Bekasi,married,0.0,0
21.0,16479522.0,73569516.0,69.0,1.0,freelance,bachelor,Yogyakarta,married,0.0,1
60.0,22836430.0,45218319.0,19.0,0.0,entrepreneur,diploma,Jakarta,single,0.0,1
26.0,28174720.0,5754183.0,63.0,2.0,employee,master,Bandung,married,1.0,1
34.0,11643377.0,1336128.0,61.0,2.0,civil_servant,diploma,Bandung,single,0.0,0
40.0,13097159.0,69885851.0,31.0,0.0,civil_servant,bachelor,Jakarta,single,0.0,0
45.0,12747632.0,28359780.0,61.0,7.0,employee,diploma,Bekasi,married,1.0,0
53.0,17727137.0,61018470.0,9.0,7.0,civil_servant,diploma,Bekasi,single,0.0,1
31.0,4238799.0,11608932.0,40.0,3.0,employee,master,Jakarta,married,0.0,0
60.0,29716748.0,50206045.0,51.0,5.0,employee,master,Jakarta,single,0.0,1
30.0,28880545.0,45342662.0,12.0,5.0,entrepreneur,diploma,Bekasi,divorced,0.0,0
43.0,25143355.0,17613852.0,56.0,6.0,freelance,master,Yogyakarta,divorced,0.0,1
